

,Research,1999,10/25,CS First Boston,The Retailer's Dilemma: Revenge of the Nerds: How the New Value Network Challenges Incumbents,https://12mv2.com/wp-content/uploads/2024/06/99-10-25-the-retailers-dilemma__revenge-of-the-nerds__how-the-new-value-network-challenges-incumbents.pdf
,Research,1999,11/22,CS First Boston,"Atoms, Bits, and Cash: The ABCs of Investing in the New Economy",https://12mv2.files.wordpress.com/2024/04/99-11-22-atoms-bits-and-cash__the-abcs-of-investing-in-the-new-economy.pdf
,Research,1999,12/10,CS First Boston,The Triumph of Bits: Mental Models for Successful Investment,https://12mv2.files.wordpress.com/2024/04/99-12-10-the-triumph-of-bits__mental-models-for-successful-investment.pdf
,Research,1999,12/21,CS First Boston,Absolute Power: The Internet’s Hidden Order,https://12mv2.files.wordpress.com/2024/04/99-12-21-absolute-power__the-internets-hidden-order.pdf
,Research,2000,2/4,CS First Boston,Counting What Counts: Cash Flow as a Universal Language,https://12mv2.files.wordpress.com/2024/04/00-02-04-counting-what-counts__cash-flow-as-a-universal-language.pdf
,Research,2000,5/11,CS First Boston,Network to Net Worth: Exploring Network Dynamics,https://12mv2.com/wp-content/uploads/2024/06/00-05-11-network-to-net-worth__exploring-network-dynamics.pdf
,Research,2000,7/7,CS First Boston,Still Powerful: The Internet’s Hidden Order,https://12mv2.files.wordpress.com/2024/04/00-07-07-still-powerful__the-internets-hidden-order.pdf
,Research,2000,9/11,CS First Boston,"It's the Ecology, Stupid: How Breakdowns in Market Diversity Can Lead to Volatility",https://12mv2.com/wp-content/uploads/2024/06/00-09-11-its-the-ecology-stupid__how-breakdowns-in-market-diversity-can-lead-to-volatility.pdf
,Research,2000,12/1,CS First Boston,Nasdaq Blues and Clues: Expectations Analysis for the Nasdaq 100,https://12mv2.com/wp-content/uploads/2024/06/00-12-01-nasdaq-blues-and-clues__expectations-analysis-for-the-nasdaq-100.pdf
,Research,2000,12/12,CS First Boston,Innovation and Markets: How Innovation Affects the Investing Process,https://12mv2.files.wordpress.com/2024/04/00-12-12-innovation-and-markets__how-innovation-affects-the-investing-process.pdf
,Research,2001,2/14,CS First Boston,Wanna Be GE: Creating Value Through Business Category Evolution,https://12mv2.com/wp-content/uploads/2024/06/01-02-14-wanna-be-ge__creating-value-through-business-category-evolution.pdf
,Research,2001,3/5,CS First Boston,Nasdaq Blues and Clues - Part II: Expectations Analysis for the Nasdaq 100,https://12mv2.files.wordpress.com/2024/04/01-03-05-nasdaq-blues-and-clues-part-ii__expectations-analysis-for-the-nasdaq-100.pdf
,Research,2001,4/5,CS First Boston,Fill and Kill: Succeeding with Survivors is Nothing New,https://12mv2.files.wordpress.com/2024/04/01-04-05-fill-and-kill__succeeding-with-survivors-is-nothing-new.pdf
,Research,2001,5/31,CS First Boston,Thoughts On Valuation II: An Epistemological View,https://12mv2.files.wordpress.com/2024/04/01-05-31-thoughts-on-valuation-ii__an-epistemological-view.pdf
,Research,2001,6/12,CS First Boston,Where’s the Bar? Introducing Market-Expected Return on Investment (MEROI),https://12mv2.files.wordpress.com/2024/04/01-06-12-wheres-the-bar-introducing-market-expected-return-on-investment-meroi.pdf
,Research,2001,8/1,CS First Boston,Diffusion Confusion: The Rising Role of the Replacement Cycle,https://12mv2.files.wordpress.com/2024/04/01-08-01-diffusion-confusion__the-rising-role-of-the-replacement-cycle.pdf
,Research,2001,8/3,CS First Boston,Ruminations on Risk: Beta Versus Margin of Safety,https://12mv2.files.wordpress.com/2024/04/01-08-03-ruminations-on-risk__beta-versus-margin-of-safety.pdf
,Research,2002,1/29,CS First Boston,The Babe Ruth Effect: Frequency versus Magnitude,https://12mv2.files.wordpress.com/2024/04/02-01-29-the-babe-ruth-effect__frequency-versus-magnitude.pdf
,Research,2002,3/26,CS First Boston,A Process for Outperformance: Thoughts on Organizing for Investing Success,https://12mv2.files.wordpress.com/2024/04/02-03-26-a-process-for-outperformance__thoughts-on-organizing-for-investing-success.pdf
,Research,2002,4/9,CS First Boston,A Tail of Two Worlds: Fat Tails and Investing,https://12mv2.files.wordpress.com/2024/04/02-04-09-a-tail-of-two-worlds__fat-tails-and-investing.pdf
,Research,2002,4/23,CS First Boston,Great (Growth) Expectations: On the Limits of Corporate Growth,https://12mv2.files.wordpress.com/2024/04/02-04-23-great-growth-expectations__on-the-limits-of-corporate-growth.pdf
,Research,2002,6/18,CS First Boston,The Janitor’s Dream: Why Listening to Individuals Can be Hazardous to Your Wealth,https://12mv2.files.wordpress.com/2024/04/02-06-18-the-janitors-dream__why-listening-to-individuals-can-be-hazardous-to-your-wealth.pdf
,Research,2002,12/16,CS First Boston,Measuring the Moat: Assessing the Magnitude and Sustainability of Value Creation,https://12mv2.files.wordpress.com/2024/04/02-12-16-measuring-the-moat__assessing-the-magnitude-and-sustainability-of-value-creation.pdf
,Research,2003,1/28,CS First Boston,Integrating the Outliers: Two Lessons from the St. Petersburg Paradox,https://12mv2.files.wordpress.com/2024/04/03-01-28-integrating-the-outliers__two-lessons-from-the-st.-petersburg-paradox.pdf
,Research,2003,2/25,CS First Boston,All I Really Need to Know I Learned at a Tupperware Party: What Tupperware Parties Teach You about Investing and Life,https://12mv2.files.wordpress.com/2024/04/03-02-25-all-i-really-need-to-know-i-learned-at-a-tupperware-party__what-tupperware-parties-teach-you-about-investing-and-life.pdf
,Research,2003,9/23,CS First Boston,"The Pyramid of Numbers: Firm Size, Growth Rates, and Valuation",https://12mv2.files.wordpress.com/2024/04/03-09-23-the-pyramid-of-numbers__firm-size-growth-rates-and-valuation.pdf
,Research,2003,11/4,CS First Boston,Mine Your Mind: Neuroscience and Investing,https://12mv2.files.wordpress.com/2024/04/03-11-04-mine-your-mind__neuroscience-and-investing.pdf
,Research,2004,2/10,CS First Boston,I’ve Fallen and I Can’t Get Up: Mean Reversion and Turnarounds,https://12mv2.files.wordpress.com/2024/04/04-02-10-ive-fallen-and-i-cant-get-up__mean-reversion-and-turnarounds.pdf
,Research,2004,5/24,Legg Mason,"Decision-Making for Investors: Theory, Practice, and Pitfalls",https://12mv2.files.wordpress.com/2024/04/04-05-24-decision-making-for-investors__theory-practice-and-pitfalls.pdf
,Research,2004,8/5,Legg Mason,"The Life of Game: Sports, Stats, and the Lessons they Teach Us",https://12mv2.files.wordpress.com/2024/04/04-08-05-the-life-of-game__sports-stats-and-the-lessons-they-teach-us.pdf
,Research,2004,9/7,Legg Mason,Employee Stock Options: Theory and Practice,https://12mv2.files.wordpress.com/2024/04/04-09-07-employee-stock-options__theory-and-practice.pdf
,Research,2004,10/11,Legg Mason,Exploring Network Economics,https://12mv2.files.wordpress.com/2024/04/04-10-11-exploring-network-economics.pdf
,Research,2004,12/9,Legg Mason,The Economics of Customer Businesses,https://12mv2.files.wordpress.com/2024/04/04-12-09-the-economics-of-customer-businesses.pdf
,Research,2005,1/14,Legg Mason,M&M on Valuation,https://12mv2.files.wordpress.com/2024/04/05-01-14-mm-on-valuation.pdf
,Research,2005,3/8,Legg Mason,Contrarian Investing: The Psychology of Going Against the Crowd,https://12mv2.files.wordpress.com/2024/04/05-03-08-contrarian-investing__the-psychology-of-going-against-the-crowd.pdf
,Research,2005,3/30,Legg Mason,"Capital Ideas Revisited: The Prime Directive, Sharks, and The Wisdom of Crowds",https://12mv2.files.wordpress.com/2024/04/05-03-30-capital-ideas-revisited__the-prime-directive-sharks-and-the-wisdom-of-crowds.pdf
,Research,2005,5/20,Legg Mason,Capital Ideas Revisited - Part 2: Thoughts on Beating a Mostly-Efficient Stock Market,https://12mv2.files.wordpress.com/2024/04/05-05-20-capital-ideas-revisited-part-2__thoughts-on-beating-a-mostly-efficient-stock-market.pdf
,Research,2005,7/27,Legg Mason,The Ecosystem Edge,https://12mv2.files.wordpress.com/2024/04/05-07-27-the-ecosystem-edge.pdf
,Research,2005,8/9,Legg Mason,Aver and Aversion: What Two Recent Experiments Mean for Investors,https://12mv2.files.wordpress.com/2024/04/05-08-09-aver-and-aversion__what-two-recent-experiments-mean-for-investors.pdf
,Research,2005,10/28,Legg Mason,Are You an Expert? Experts and Markets,https://12mv2.files.wordpress.com/2024/04/05-10-28-are-you-an-expert-experts-and-markets.pdf
,Research,2006,1/10,Legg Mason,"Clear Thinking about Share Repurchase: Capital Allocation, Dividends & Share Repurchase",https://12mv2.files.wordpress.com/2024/04/06-01-10-clear-thinking-about-share-repurchase__capital-allocation-dividends-share-repurchase.pdf
,Research,2006,2/1,Legg Mason,Size Matters: The Kelly Criterion and the Importance of Money Management,https://12mv2.files.wordpress.com/2024/04/06-02-01-size-matters__the-kelly-criterion-and-the-importance-of-money-management.pdf
,Research,2006,3/16,Legg Mason,Common Errors in DCF Models: Do You Use Economically Sound & Transparent Models?,https://12mv2.files.wordpress.com/2024/04/06-03-16-common-errors-in-dcf-models__do-you-use-economically-sound-transparent-models.pdf
,Research,2006,5/18,Legg Mason,Long-Term Investing in a Short-Term World: How Psychology and Incentives Shape the Investment Industry,https://12mv2.files.wordpress.com/2024/04/06-05-18-long-term-investing-in-a-short-term-world__how-psychology-and-incentives-shape-the-investment-industry.pdf
,Research,2006,8/15,Legg Mason,Interdisciplinary Perspectives on Risk,https://12mv2.files.wordpress.com/2024/04/06-08-15-interdisciplinary-perspectives-on-risk.pdf
,Research,2007,1/16,Legg Mason,Importance of Diverse Thinking: Why the Santa Fe Institute Can Make You a Better Investor,https://12mv2.files.wordpress.com/2024/04/07-01-16-importance-of-diverse-thinking__why-the-santa-fe-institute-can-make-you-a-better-investor.pdf
,Research,2007,3/20,Legg Mason,Explaining the Wisdom of Crowds: Applying the Logic of Diversity,https://12mv2.files.wordpress.com/2024/04/07-03-20-explaining-the-wisdom-of-crowds__applying-the-logic-of-diversity.pdf
,Research,2007,5/23,Legg Mason,Turtles in Omaha: The Mindset of Great Investors,https://12mv2.files.wordpress.com/2024/04/07-05-23-turtles-in-omaha__the-mindset-of-great-investors.pdf
,Research,2007,9/7,Legg Mason,"Was Harry Potter Inevitable? Cumulative Advantage, Counterfactuals, and the Halo Effect",https://12mv2.files.wordpress.com/2024/04/07-09-07-was-harry-potter-inevitable__cumulative-advantage-counterfactuals-and-the-halo-effect.pdf
,Research,2007,12/14,Legg Mason,"Death, Taxes, and Reversion to the Mean: ROIC Patterns: Luck, Persistence, and What to Do About It",https://12mv2.files.wordpress.com/2024/04/07-12-14-death-taxes-and-reversion-to-the-mean__roic-patterns__luck-persistence-and-what-to-do-about-it.pdf
,Research,2007,12/20,Legg Mason,Fat Tails and Nonlinearity: Diversity Breakdowns and Invisible Vulnerability,https://12mv2.files.wordpress.com/2024/04/07-12-20-fat-tails-and-nonlinearity__diversity-breakdowns-and-invisible-vulnerability.pdf
,Research,2008,1/18,Legg Mason,ROIC Patterns and Shareholder Returns: Sorting Fundamentals and Expectations,https://12mv2.files.wordpress.com/2024/04/08-01-18-roic-patterns-and-shareholder-returns__sorting-fundamentals-and-expectations.pdf
,Research,2008,12/15,Legg Mason,Long-Term Investing: How I Learned to Stop Worrying and Ignore Volatility,https://12mv2.files.wordpress.com/2024/04/08-12-15-long-term-investing__how-i-learned-to-stop-worrying-and-ignore-volatility.pdf
,Research,2010,1/12,Legg Mason,Surge in the Urge to Merge: M&A: Trends and Analysis,https://12mv2.files.wordpress.com/2024/04/10-01-12-surge-in-the-urge-to-merge__ma__trends-and-analysis.pdf
,Research,2010,5/5,Legg Mason,The Colonel Blotto Game: Transitivity and How to Win When You’re an Underdog,https://12mv2.files.wordpress.com/2024/04/10-05-05-the-colonel-blotto-game__transitivity-and-how-to-win-when-youre-an-underdog.pdf
,Research,2010,6/11,Legg Mason,It's All about Managing for Value,https://12mv2.files.wordpress.com/2024/04/10-06-11-its-all-about-managing-for-value.pdf
,Research,2010,7/15,Legg Mason,"Untangling Skill and Luck: How to Think About Outcomes - Past, Present, and Future",https://12mv2.files.wordpress.com/2024/04/10-07-15-untangling-skill-and-luck__how-to-think-about-outcomes-past-present-and-future.pdf
,Research,2011,1/12,Legg Mason,"Blaming the Rat: Incentives, Motivation, and How They Interact",https://12mv2.files.wordpress.com/2024/04/11-01-12-blaming-the-rat__incentives-motivation-and-how-they-interact.pdf
,Research,2011,3/25,Legg Mason,The Coffee Can Approach: Why Doing Less Can Leave You with More,https://12mv2.files.wordpress.com/2024/04/11-03-25-the-coffee-can-approach__why-doing-less-can-leave-you-with-more.pdf
,Research,2012,2/24,Legg Mason,Seeking Portfolio Manager Skill: Active Share and Tracking Error as a Means to Anticipate Alpha,https://12mv2.files.wordpress.com/2024/04/12-02-24-seeking-portfolio-manager-skill__active-share-and-tracking-error-as-a-means-to-anticipate-alpha.pdf
,Research,2012,6/11,Legg Mason,"Share Repurchase from All Angles: Assessing Buybacks, No Matter Where You Sit",https://12mv2.files.wordpress.com/2024/04/12-06-11-share-repurchase-from-all-angles__assessing-buybacks-no-matter-where-you-sit.pdf
,Research,2012,8/21,Legg Mason,The Importance of Expectations: The Question that Bears Repeating: What’s Priced in?,https://12mv2.files.wordpress.com/2024/04/12-08-21-the-importance-of-expectations__the-question-that-bears-repeating__whats-priced-in.pdf
,Research,2013,5/7,Credit Suisse,Cultivating Your Judgment Skills: A Framework for Improving the Quality of Decisions,https://12mv2.files.wordpress.com/2024/04/13-05-07-cultivating-your-judgment-skills__a-framework-for-improving-the-quality-of-decisions.pdf
,Research,2013,7/15,Credit Suisse,Alpha and the Paradox of Skill: Results Reflect Your Skill and the Game You Are Playing,https://12mv2.files.wordpress.com/2024/04/13-07-15-alpha-and-the-paradox-of-skill__results-reflect-your-skill-and-the-game-you-are-playing.pdf
,Research,2013,7/22,Credit Suisse,Measuring the Moat: Assessing the Magnitude and Sustainability of Value Creation,https://12mv2.files.wordpress.com/2024/04/13-07-22-measuring-the-moat__assessing-the-magnitude-and-sustainability-of-value-creation.pdf
,Research,2013,9/17,Credit Suisse,"How to Model Reversion to the Mean: Determining How Fast, and to What Mean, Results Revert",https://12mv2.files.wordpress.com/2024/04/13-09-17-how-to-model-reversion-to-the-mean__determing-how-fast-and-to-what-mean-results-revert.pdf
,Research,2013,10/8,Credit Suisse,Estimating the Cost of Capital: A Practical Guide to Assessing Opportunity Cost,https://12mv2.files.wordpress.com/2024/04/13-10-08-estimating-the-cost-of-capital__a-practical-guide-to-assessing-opportunity-cost.pdf
,Research,2013,10/15,Credit Suisse,Outcome Bias and the Interpreter: How Our Minds Confuse Skill and Luck,https://12mv2.files.wordpress.com/2024/04/13-10-15-outcome-bias-and-the-interpreter__how-our-minds-confuse-skill-and-luck.pdf
,Research,2013,12/6,Credit Suisse,"Economic Returns, Reversion to the Mean, and Total Shareholder Returns: Anticipating Change Is Hard but Profitable",https://12mv2.files.wordpress.com/2024/04/13-12-06-economic-returns-reversion-to-the-mean-and-total-shareholder-returns__anticipating-change-is-hard-but-profitable.pdf
,Research,2014,1/8,Credit Suisse,Building an Effective Team: How to Manage a Team to Make Good Decisions,https://12mv2.files.wordpress.com/2024/04/14-01-08-building-an-effective-team__how-to-manage-a-team-to-make-good-decisions.pdf
,Research,2014,1/29,Credit Suisse,What Does a Price-Earnings Multiple Mean? An Analytical Bridge between P/Es and Solid Economics,https://12mv2.files.wordpress.com/2024/04/14-01-29-what-does-a-price-earnings-multiple-mean__an-analytical-bridge-between-p-es-and-solid-economics.pdf
,Research,2014,2/24,Credit Suisse,Methods to Improve Decisions: Five Common Mistakes and How to Address Them,https://12mv2.files.wordpress.com/2024/04/14-02-24-methods-to-improve-decisions__five-common-mistakes-and-how-to-address-them.pdf
,Research,2014,4/16,Credit Suisse,Why Corporate Longevity Matters: What Index Turnover Tells Us about Corporate Results,https://12mv2.files.wordpress.com/2024/04/14-04-16-why-corporate-longevity-matters__what-index-turnover-tells-us-about-corporate-results.pdf
,Research,2014,5/6,Credit Suisse,Disbursing Cash to Shareholders: FAQ's about Buybacks and Dividends,https://12mv2.files.wordpress.com/2024/04/14-05-06-disbursing-cash-to-shareholders__faqs-about-buybacks-and-dividends.pdf
,Research,2014,6/4,Credit Suisse,Calculating Return on Invested Capital: How to Determine ROIC and Address Common Issues,https://12mv2.files.wordpress.com/2024/04/14-06-04-calculating-return-on-invested-capital__how-to-determine-roic-and-address-common-issues.pdf
,Research,2014,8/5,Credit Suisse,"Capital Allocation: Evidence, Analytical Methods, and Assessment Guidance",https://12mv2.files.wordpress.com/2024/04/14-08-05-capital-allocation__evidence-analytical-methods-and-assessment-guidance.pdf
,Research,2014,9/10,Credit Suisse,Lessons from Freestyle Chess: Merging Fundamental and Quantitative Analysis,https://12mv2.files.wordpress.com/2024/04/14-09-10-lessons-from-freestyle-chess__merging-fundamental-and-quantitative-analysis.pdf
,Research,2014,11/18,Credit Suisse,A Long Look at Short-Termism: Questioning the Premise,https://12mv2.files.wordpress.com/2024/04/14-11-18-a-long-look-at-short-termism__questioning-the-premise.pdf
,Research,2015,1/6,Credit Suisse,"Capital Allocation Outside the US: Evidence, Analytical Methods, & Assessment Guidance",https://12mv2.files.wordpress.com/2024/04/15-01-06-capital-allocation-outside-the-us__evidence-analytical-methods-assessment-guidance.pdf
,Research,2015,1/15,Credit Suisse,Managing the Man Overboard Moment: Making an Informed Decision After a Large Price Drop,https://12mv2.files.wordpress.com/2024/04/15-01-15-managing-the-man-overboard-moment__making-an-informed-decision-after-a-large-price-drop.pdf
,Research,2015,2/10,Credit Suisse,Animating Mr. Market: Adopting a Proper Psychological Attitude,https://12mv2.files.wordpress.com/2024/04/15-02-10-animating-mr.-market__adopting-a-proper-psychological-attitude.pdf
,Research,2015,3/17,Credit Suisse,Min(d)ing the Opportunity: Excess Returns Require the Chance to Apply Skill,https://12mv2.files.wordpress.com/2024/04/15-03-17-minding-the-opportunity__excess-returns-require-the-chance-to-apply-skill.pdf
,Research,2015,5/4,Credit Suisse,The Base Rate Book - Sales Growth: Integrating the Past to Better Anticipate the Future_v1,https://12mv2.files.wordpress.com/2024/04/15-05-04-the-base-rate-book-sales-growth__integrating-the-past-to-better-anticipate-the-future_v1.pdf
,Research,2015,5/12,Credit Suisse,IQ versus RQ: Differentiating Smarts from Decision-Making Skills,https://12mv2.files.wordpress.com/2024/04/15-05-12-iq-versus-rq__differentiating-smarts-from-decision-making-skills.pdf
,Research,2015,6/2,Credit Suisse,"Capital Allocation - Updated: Evidence, Analytical Methods, and Assessment Guidance",https://12mv2.files.wordpress.com/2024/04/15-06-02-capital-allocation-updated__evidence-analytical-methods-and-assessment-guidance.pdf
,Research,2015,6/4,Credit Suisse,Triple Crown Teachings: Three Takeaways from the Quest for the Elusive Feat,https://12mv2.files.wordpress.com/2024/04/15-06-04-triple-crown-teachings__three-takeaways-from-the-quest-for-the-elusive-feat.pdf
,Research,2015,7/22,Credit Suisse,Understanding Skill: A Paradox Plus Qualitative and Quantitative Approaches,https://12mv2.files.wordpress.com/2024/04/15-07-22-understanding-skill__a-paradox-plus-qualitative-and-quantitative-approaches.pdf
,Research,2015,9/1,Credit Suisse,Total Addressable Market: Methods to Estimate a Company’s Potential Sales,https://12mv2.files.wordpress.com/2024/04/15-09-01-total-addressable-market__methods-to-estimate-a-companys-potential-sales.pdf
,Research,2015,9/28,Credit Suisse,Sharpening Your Forecasting Skills: Foresight Is a Measurable Skill That You Can Cultivate,https://12mv2.files.wordpress.com/2024/04/15-09-28-sharpening-your-forecasting-skills__foresight-is-a-measurable-skill-that-you-can-cultivate.pdf
,Research,2015,10/20,Credit Suisse,What’s Going On in Your Brain? Common Investor Biases and Where They Come From,https://12mv2.files.wordpress.com/2024/04/15-10-20-whats-going-on-in-your-brain__common-investor-biases-and-where-they-come-from.pdf
,Research,2015,12/16,Credit Suisse,The Base Rate Book - Earnings Growth: Integrating the Past to Better Anticipate the Future,https://12mv2.files.wordpress.com/2024/04/15-12-16-the-base-rate-book-earnings-growth__integrating-the-past-to-better-anticipate-the-future.pdf
,Research,2016,1/1,Credit Suisse,"Corporate Governance and Capital Allocation: The Governing Objective, Corporate Governance and the Two Camps",https://12mv2.files.wordpress.com/2024/04/16-01-01-corporate-governance-and-capital-allocation__the-governing-objective-corporate-governance-and-the-two-camps.pdf
,Research,2016,1/11,Credit Suisse,Celebrating the Summit: Making an Informed Decision After a Large Price Gain,https://12mv2.files.wordpress.com/2024/04/16-01-11-celebrating-the-summit__making-an-informed-decision-after-a-large-price-gain.pdf
,Research,2016,2/23,Credit Suisse,The Base Rate Book - Sales Growth: Integrating the Past to Better Anticipate the Future_v2,https://12mv2.files.wordpress.com/2024/04/16-02-23-the-base-rate-book-sales-growth__integrating-the-past-to-better-anticipate-the-future_v2.pdf
,Research,2016,4/5,Credit Suisse,What Makes for a Useful Statistic: Not All Numbers Are Created Equal,https://12mv2.files.wordpress.com/2024/04/16-04-05-what-makes-for-a-useful-statistic__not-all-numbers-are-created-equal.pdf
,Research,2016,4/25,Credit Suisse,The Base Rate Book - Gross Profitability: Integrating the Past to Better Anticipate the Future,https://12mv2.files.wordpress.com/2024/04/16-04-25-the-base-rate-book-gross-profitability__integrating-the-past-to-better-anticipate-the-future.pdf
,Research,2016,5/3,Credit Suisse,Thoughts on Dividends and Buybacks: Clearing Up Some Common Misconceptions,https://12mv2.files.wordpress.com/2024/04/16-05-03-thoughts-on-dividends-and-buybacks__clearing-up-some-common-misconceptions.pdf
,Research,2016,6/14,Credit Suisse,Operating Leverage: A Framework for Anticipating Changes in Earnings,https://12mv2.files.wordpress.com/2024/04/16-06-14-operating-leverage__a-framework-for-anticipating-changes-in-earnings.pdf
,Research,2016,7/8,Credit Suisse,Form Follows Function: Organizational Structure and Investment Results,https://12mv2.files.wordpress.com/2024/04/16-07-08-form-follows-function__organizational-structure-and-investment-results.pdf
,Research,2016,7/9,Credit Suisse,Global Industry Profit Pools: Visualizing Value Creation for an Industry,https://12mv2.files.wordpress.com/2024/04/16-07-09-global-industry-profit-pools__visualizing-value-creation-for-an-industry.pdf
,Research,2016,8/4,Credit Suisse,Thirty Years: Reflections on the Ten Attributes of Great Investors,https://12mv2.files.wordpress.com/2024/04/16-08-04-thirty-years__reflections-on-the-ten-attributes-of-great-investors.pdf
,Research,2016,9/26,Credit Suisse,The Base Rate Book: Integrating the Past to Better Anticipate the Future,https://12mv2.files.wordpress.com/2024/04/16-09-26-the-base-rate-book__integrating-the-past-to-better-anticipate-the-future.pdf
,Research,2016,10/19,Credit Suisse,"Capital Allocation: Evidence, Analytical Methods, and Assessment Guidance",https://12mv2.files.wordpress.com/2024/04/16-10-19-capital-allocation__evidence-analytical-methods-and-assessment-guidance.pdf
,Research,2016,11/1,Credit Suisse,Measuring the Moat: Assessing the Magnitude and Sustainability of Value Creation,https://12mv2.files.wordpress.com/2024/04/16-10-19-capital-allocation__evidence-analytical-methods-and-assessment-guidance.pdf
,Research,2016,11/15,Credit Suisse,"Capital Allocation Outside the US: Evidence, Analytical Methods & Assessment Guidance",https://12mv2.files.wordpress.com/2024/04/16-11-15-capital-allocation-outside-the-us__evidence-analytical-methods-assessment-guidance.pdf
,Research,2017,1/4,Credit Suisse,Looking for Easy Games: How Passive Investing Shapes Active Management,https://12mv2.files.wordpress.com/2024/04/17-01-04-looking-for-easy-games__how-passive-investing-shapes-active-management.pdf
,Research,2017,1/19,Credit Suisse,Coming Clean with Energy Cost Curves: An Interview with MIT’s Jessika Trancik,https://12mv2.files.wordpress.com/2024/04/17-01-19-coming-clean-with-energy-cost-curves__an-interview-with-mits-jessika-trancik.pdf
,Research,2017,2/7,Credit Suisse,Corporate Longevity: Index Turnover and Corporate Performance,https://12mv2.files.wordpress.com/2024/04/17-02-07-corporate-longevity__index-turnover-and-corporate-performance.pdf
,Research,2017,2/27,Credit Suisse,To Buy or Not To Buy: A Checklist for Assessing Mergers & Acquisitions,https://12mv2.files.wordpress.com/2024/04/17-02-27-to-buy-or-not-to-buy__a-checklist-for-assessing-mergers-acquisitions.pdf
,Research,2017,3/22,Credit Suisse,Incredible Shrinking Universe of Stocks: Causes & Consequences of Fewer U.S. Equities,https://12mv2.files.wordpress.com/2024/04/17-03-22-incredible-shrinking-universe-of-stocks__causes-consequences-of-fewer-u.s.-equities.pdf
,Research,2017,5/11,Credit Suisse,Assembling a Dream Team: How Gender Diversity Can Strengthen Your Team,https://12mv2.files.wordpress.com/2024/04/17-05-11-assembling-a-dream-team__how-gender-diversity-can-strengthen-your-team.pdf
